,budget,homepage,id,imdb_id,revenue,runtime,language,description,popularity,title,rating,votes,year,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8
5306,40000000,,514921,tt6141246,0,101,en,"In 1862, daredevil balloon pilot Amelia Wren teams up with pioneering meteorologist James Glaisher to advance human knowledge of the weather and fly higher than anyone in history. While breaking records and advancing scientific discovery, their voyage to the very edge of existence helps the unlikely pair find their place in the world they have left far below them. But they face physical and emotional challenges in the thin air, as the ascent becomes a fight for survival.",18.403,The Aeronauts,6.8,912,2019,Adventure,Drama,Romance,,,,,
5307,86000000,,13483,tt0211933,14373825,84,en,"While undergoing heart surgery, a man experiences a phenomenon called ‘anesthetic awareness’, which leaves him awake but paralyzed throughout the operation. As various obstacles present themselves, his wife must make life-altering decisions while wrestling with her own personal drama.",18.403,Awake,6.4,1144,2007,Crime,Mystery,Thriller,,,,,
5308,5000000,,9671,tt0090555,328203506,104,en,"When a New York reporter plucks crocodile hunter Dundee from the Australian Outback for a visit to the Big Apple, it's a clash of cultures and a recipe for good-natured comedy as naïve Dundee negotiates the concrete jungle. Dundee proves that his instincts are quite useful in the city and adeptly handles everything from wily muggers to high-society snoots without breaking a sweat.",18.395,Crocodile Dundee,6.4,1599,1986,Adventure,Comedy,,,,,,
5309,70000000,,9350,tt0106582,255000211,112,en,"A year after losing his friend in a tragic 4,000-foot fall, former ranger Gabe Walker and his partner, Hal, are called to return to the same peak to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers who are looking for boxes full of money.",18.395,Cliffhanger,6.5,1966,1993,Action,Adventure,Thriller,,,,,
5310,25000000,http://www.theomenmovie.com/,806,tt0466909,119188334,110,en,A diplomatic couple adopts the son of the devil without knowing it. A remake of the classic horror film of the same name from 1976.,18.394,The Omen,5.6,891,2006,Horror,,,,,,,
5311,0,,260372,tt3307726,0,126,en,"After Air Force One goes down during a storm over the Bermuda Triangle, the United States Navy is dispatched to find the escape pod holding the President. A giant monster beneath the ocean awakens and attacks the fleet.",18.392,Bermuda Tentacles,4.1,64,2014,ScienceFiction,,,,,,,
5312,40000000,https://longshot.movie,459992,tt2139881,0,125,en,"Journalist Fred Flarsky reunites with his childhood crush, Charlotte Field, now one of the most influential women in the world. As she prepares to make a run for the Presidency, Charlotte hires Fred as her speechwriter — much to the dismay of her trusted advisers.",18.391,Long Shot,6.7,2282,2019,Comedy,Romance,,,,,,
5313,0,,425134,tt4795124,26251899,115,en,An aging Latin lover gets dumped by his sugar mama and must fend for himself in a harsh world.,18.39,How to Be a Latin Lover,6.9,552,2017,Comedy,,,,,,,
5314,9600000,https://www.miaandthewhitelion.movie,498248,tt4844148,35487190,98,fr,A young girl from London moves to Africa with her parents where she befriends a lion cub.,18.389,Mia and the White Lion,7.3,771,2018,Adventure,Drama,Family,,,,,
5315,250000,,12493,tt0057565,0,142,ja,An executive of a shoe company becomes a victim of extortion when his chauffeur's son is kidnapped and held for ransom.,18.388,High and Low,8.3,652,1963,Crime,Drama,Mystery,Thriller,,,,
5316,0,,689948,,0,72,ko,"Hyun-jin is always frustrated with his wife who always refuse her, saying she's tired. One day, Hyun-jin drinks with his friends, Min-seok and Jin-gi, and got a massage together per Jin-gi's suggestion. But then, he falls in love with the special service, and after that, Hyun-jin goes back to the massage parlor whenever he has time...",18.386,College Girls' Massage Parlor,5.7,3,2020,Drama,Romance,,,,,,
5317,0,https://www.netflix.com/title/81170838,847981,tt12881516,0,105,de,The dark secrets of a seemingly peaceful island threaten to swallow up an orphaned student when he grows close to a mysterious new teacher.,18.384,Black Island,6.0,157,2021,Thriller,,,,,,,
5318,24000000,http://www.themenwhostareatgoatsmovie.com/,10313,tt1234548,68729358,94,en,"A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.",18.379,The Men Who Stare at Goats,6.0,1927,2009,Comedy,War,,,,,,
5319,10000000,,553,tt0276919,16680836,178,en,"A barren soundstage is stylishly utilized to create a minimalist small-town setting in which a mysterious woman named Grace hides from the criminals who pursue her. The town is two-faced and offers to harbor Grace as long as she can make it worth their effort, so Grace works hard under the employ of various townspeople to win their favor. Tensions flare, however, and Grace's status as a helpless outsider provokes vicious contempt and abuse from the citizens of Dogville.",18.379,Dogville,7.8,2045,2003,Crime,Drama,Thriller,,,,,
5320,375000,,963,tt0033870,1772000,100,en,"A private detective takes on a case that involves him with three eccentric criminals, a beautiful liar, and their quest for a priceless statuette.",18.377,The Maltese Falcon,7.8,1338,1941,Crime,Mystery,Thriller,,,,,
5321,10000000,,9289,tt0056197,50100000,178,en,"The retelling of June 6, 1944, from the perspectives of the Germans, US, British, Canadians, and the Free French. Marshall Erwin Rommel, touring the defenses being established as part of the Reich's Atlantic Wall, notes to his officers that when the Allied invasion comes they must be stopped on the beach. ""For the Allies as well as the Germans, it will be the longest day""",18.375,The Longest Day,7.6,786,1962,War,,,,,,,
5322,0,https://tv3.ru/project/avanpost,574982,tt8664988,2746207,127,ru,"Contact between most towns on Earth has been severed. A small ring-like area in Eastern Europe still has electricity, and maybe even life is being reported from space. What military forces find outside the ring is shocking.",18.374,The Blackout,6.4,336,2019,Action,ScienceFiction,Thriller,,,,,
5323,95000000,,1996,tt0325703,160099222,117,en,"Lara Croft is tasked by MI6 to find the mythological Pandora's Box, an object from ancient legends which supposedly contains one of the deadliest plagues on Earth, before evil Nobel Prize-winning scientist turned bioterrorist Jonathan Reiss can get his hands on it. Lara ventures to an underwater temple in search of a magical luminous orb, the key to finding Pandora's Box, but after securing it, it is promptly stolen by the villainous leader of a Chinese crime syndicate who in turn plans to sell the orb to Reiss. Lara must recover the box before evil mastermind Reiss uses it to construct a weapon of catastrophic capabilities.",18.374,Lara Croft: Tomb Raider - The Cradle of Life,5.7,3759,2003,Action,Adventure,Fantasy,Thriller,,,,
5324,40000000,,2124,tt0109456,19726050,121,en,"When New York psychiatrist Bill Capa visits Los Angeles to take over his murdered colleague's therapy group, he finds himself embroiled in the thick of a mystery when he bumps into Rose and begins a torrid affair.",18.373,Color of Night,5.7,476,1994,Drama,Romance,Thriller,,,,,
5325,0,,753926,tt13316062,0,89,en,"A big family moves into a dusty old house in the snowy woods of Washington with hopes of it being a nice holiday escape. But the kids soon discover a stash of old toys that just so happen to belong to a creepy ghost boy. As stranger and stranger things start to happen, some of the kids begin to sense that something in the house is not quite right…",18.372,Toys of Terror,6.4,14,2021,Horror,,,,,,,
5326,0,https://www.blueprintpictures.com/#/the-last-letter-from-your-lover/,638449,tt1893273,1451974,110,en,A young journalist in London becomes obsessed with a series of letters she discovers that recounts an intense star-crossed love affair from the 1960s.,18.369,The Last Letter from Your Lover,7.5,472,2021,Drama,Romance,,,,,,
5327,48000000,,913,tt0155267,124305181,113,en,"A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective.",18.368,The Thomas Crown Affair,6.7,978,1999,Crime,Drama,Romance,,,,,
5328,0,,6003,tt0063518,38901218,138,en,"Romeo Montague and Juliet Capulet fall in love against the wishes of their feuding families. Driven by their passion, the young lovers defy their destiny and elope, only to suffer the ultimate tragedy.",18.367,Romeo and Juliet,7.4,551,1968,Drama,Romance,,,,,,
5329,10000000,,10314,tt0160862,103166989,95,en,"High school hotshot Zach Siler is the envy of his peers. But his popularity declines sharply when his cheerleader girlfriend, Taylor, leaves him for sleazy reality-television star Brock Hudson. Desperate to revive his fading reputation, Siler agrees to a seemingly impossible challenge. He has six weeks to gain the trust of nerdy outcast Laney Boggs -- and help her to become the school's next prom queen.",18.361,She's All That,6.3,1784,1999,Comedy,Romance,,,,,,
5330,28000000,,15373,tt0430922,92380927,99,en,"Two salesmen trash a company truck on an energy drink-fueled bender. Upon their arrest, the court gives them a choice: do hard time or spend 150 service hours with a mentorship program. After one day with the kids, however, jail doesn't look half bad.",18.359,Role Models,6.5,1581,2008,Comedy,,,,,,,
5331,6000000,http://www.newline.com/properties/butterflyeffect2the.html,14620,tt0457297,0,95,en,"After his girlfriend, Julie, and two best friends are killed in a tragic auto accident, Nick struggles to cope with his loss and grief. Suffering from migraine-like seizures, Nick soon discovers that he has the power to change the past via his memories. However, his time-traveling attempts to alter the past and save his one true love have unexpected and dire consequences.",18.353,The Butterfly Effect 2,4.9,772,2006,Drama,ScienceFiction,Thriller,,,,,
5332,2000000,http://storojovazastava.com,434245,tt5238240,2745966,100,uk,"A solar eclipse activates a magic time portal, and a regular schoolboy Vit'ko from the 21st century goes a thousand years back in time. It doesn’t take Vitya long to recognize the legendary bogatyrs in young Oleshko, powerful Ilya and severe Dobrynya. Their life passes in fighting cumans who try to destroy Rusichi at any cost, using both weapons and black magic. Vitya finds himself in the very midst of incredible events, battles with mythical creatures and acquires real courage.",18.35,The Stronghold,7.1,188,2017,Action,Adventure,Comedy,Family,Fantasy,History,,
5333,750000,,2134,tt0054387,0,103,en,A Victorian Englishman travels to the far future and finds that humanity has divided into two hostile species.,18.35,The Time Machine,7.4,656,1960,Adventure,Fantasy,Romance,ScienceFiction,Thriller,,,
5334,72000000,,2100,tt0272020,27642707,131,en,A court-martialed general rallies together 1200 inmates to rise against the system that put him away.,18.35,The Last Castle,7.1,1026,2001,Action,Drama,Thriller,,,,,
5335,24625000,,434355,tt7238392,38600000,102,fr,"A police officer who's transfered in the police of Marseille gets assigned to take down a group of Italian robbers who drive the powerfull Ferrari's with the older niece of Daniel, a terrible driver who gets the legendary white taxi.",18.349,Taxi 5,5.5,877,2018,Action,Comedy,,,,,,
5336,1000000,,277685,tt3713166,62882090,82,en,"While video chatting one night, six high school friends receive a Skype message from a classmate who killed herself exactly one year ago. At first they think it's a prank, but when the girl starts revealing the friends' darkest secrets, they realize they are dealing with something out of this world, something that wants them dead.",18.343,Unfriended,5.5,3027,2014,Horror,Mystery,Thriller,,,,,
